post_ID,platform,content,timestamp,sentiment_score,category
2648,Facebook,Practicing coding questions daily.,2025-01-02 18:53:55,0.0,Education
2649,Facebook,The storyline felt disconnected and rushed.,2025-01-31 02:16:51,-0.51,Entertainment
2650,Facebook,Poor fabric quality for the price.,2025-02-25 03:48:18,-0.79,Clothing
2651,LinkedIn,Struggling to stay engaged during lectures.,2025-01-10 12:32:46,-0.64,Education
2652,Facebook,Detox cleanse did not meet expectations.,2025-02-09 21:09:18,-1.0,Health
2653,Facebook,Reviewed available probiotic drinks.,2025-03-07 08:48:31,0.0,Groceries
2654,LinkedIn,The evening gown was a showstopper at the event.,2025-02-04 04:48:30,0.72,Clothing
2655,Twitter,Struggled to set up my smart home hub.,2025-02-01 21:34:32,-0.55,Electronics
2656,Twitter,Really happy with the quality of the scarves.,2025-02-10 15:23:03,0.96,Clothing
2657,Instagram,The waitstaff was attentive and courteous.,2025-02-08 15:54:04,0.66,Dining
2658,LinkedIn,Learning the fundamentals of blockchain.,2025-01-21 03:35:25,0.0,Education
2659,Instagram,The drinks menu had options but nothing unique.,2025-02-05 17:36:58,0.0,Dining
2660,Facebook,Checking battery life specs for different smartphones.,2025-03-13 01:26:00,0.0,Electronics
2661,Instagram,The visuals in the movie felt outdated.,2025-03-18 17:41:38,-0.97,Entertainment
2662,LinkedIn,The thriller had unexpected plot twists.,2025-01-11 15:07:10,0.71,Entertainment
2663,Instagram,Feeling exhausted after workout sessions.,2025-02-04 22:14:37,-0.63,Health
2664,LinkedIn,The hotel had poor customer service.,2025-01-04 05:35:25,-0.88,Travel
2665,Instagram,The sunset at the beach was breathtaking.,2025-02-06 07:51:00,0.92,Travel
2666,Twitter,My smoothie game just leveled up.,2025-02-24 15:54:28,0.75,Groceries
2667,Instagram,Frozen vegetables were watery after cooking.,2025-02-06 06:01:59,-0.95,Groceries
2668,LinkedIn,The movie plot was disjointed and confusing.,2025-01-29 16:24:24,-0.97,Entertainment
2669,Twitter,The customer service was exceptional.,2025-02-17 10:38:48,0.8,Dining
2670,Instagram,The fit is too tight despite ordering a larger size.,2025-02-24 13:42:01,-0.8,Clothing
2671,Twitter,Noticed minor differences from the image.,2025-02-28 14:03:08,0.0,Clothing
2672,Instagram,Learning the benefits of Ayurveda.,2025-01-01 19:28:01,0.51,Health
2673,Facebook,The comedy special had me laughing for hours.,2025-02-08 02:40:59,0.56,Entertainment
2674,Instagram,The ice cream was melted on arrival.,2025-01-12 16:25:27,-0.91,Dining
2675,Instagram,Thought about switching to homemade granola.,2025-02-11 09:37:25,0.0,Groceries
2676,Instagram,Yoga is keeping me stress-free.,2025-02-19 11:25:35,0.66,Health
2677,Facebook,The cycling tour was refreshing.,2025-03-05 06:03:49,0.73,Travel
2678,LinkedIn,Learning the fundamentals of blockchain.,2025-02-11 13:15:19,0.0,Education
2679,LinkedIn,The hotel stay was comfortable but not luxurious.,2025-03-20 17:17:17,0.0,Travel
2680,Facebook,"The coat looks good, unsure about durability.",2025-03-03 02:10:06,0.0,Clothing
2681,LinkedIn,Feeling disheartened by slow learning progress.,2025-01-20 18:47:03,-0.77,Education
2682,Facebook,Learning the fundamentals of blockchain.,2025-01-02 10:43:51,0.0,Education
2683,Facebook,The cruise lacked engaging activities.,2025-02-16 07:18:03,-0.93,Travel
2684,Twitter,Skipped coding practice for a week.,2025-02-26 03:17:40,-0.91,Education
2685,Instagram,Considering getting a new electric toothbrush.,2025-02-25 07:58:50,0.0,Electronics
2686,Facebook,The desserts were overly sweet and artificial.,2025-01-08 20:34:15,-0.68,Dining
2687,Instagram,The museum visit was boring and monotonous.,2025-01-31 14:24:38,-0.57,Travel
2688,Instagram,The fabric feels stiff and uncomfortable.,2025-02-02 17:38:22,-0.86,Clothing
2689,Instagram,The action film was a high-adrenaline experience.,2025-03-05 01:37:00,0.79,Entertainment
2690,LinkedIn,Eating seasonal fruits is enhancing my immunity.,2025-02-09 22:39:04,0.96,Health
2691,LinkedIn,Reviewing basic concepts in database management.,2025-03-12 13:12:04,0.0,Education
2692,Twitter,The sci-fi series had brilliant futuristic concepts.,2025-03-16 17:41:17,0.98,Entertainment
2693,LinkedIn,Compared sugar levels in flavored yogurt.,2025-02-08 21:24:16,0.0,Groceries
2694,Twitter,The ziplining was fun but brief.,2025-02-22 20:34:35,0.0,Travel
2695,Facebook,The kayaking experience was chaotic.,2025-01-24 01:11:59,-0.7,Travel
2696,Facebook,The ambiance was nice but a bit too noisy.,2025-01-24 05:15:05,0.0,Dining
2697,Facebook,The homestay experience lacked hospitality.,2025-02-20 18:27:50,-0.77,Travel
2698,Twitter,Missing the practical side of online courses.,2025-02-17 22:45:03,-0.51,Education
2699,Facebook,The tacos were bland and lacked spices.,2025-03-21 09:52:58,-0.82,Dining
2700,Twitter,Bought an amazing trench coat that fits perfectly.,2025-02-25 17:16:35,0.61,Clothing
2701,LinkedIn,"The cotton shirt is okay, not too soft.",2025-01-20 10:44:07,0.0,Clothing
2702,Twitter,Comparing various smart security systems.,2025-01-28 16:06:55,0.0,Electronics
2703,Facebook,The presentation was Instagram-worthy.,2025-03-17 12:48:38,0.92,Dining
2704,Twitter,Feeling demotivated by lack of mentorship.,2025-02-26 03:09:36,-0.71,Education
2705,LinkedIn,Exploring the pros and cons of smart ovens.,2025-03-15 02:36:16,0.0,Electronics
2706,Facebook,The visuals in the movie felt outdated.,2025-01-21 08:53:53,-0.99,Entertainment
2707,Facebook,Researching available graphics cards for gaming.,2025-01-05 08:42:24,0.0,Electronics
2708,Instagram,The mountaineering session was challenging.,2025-02-27 23:48:48,0.0,Travel
2709,Twitter,The island hopping trip felt repetitive.,2025-02-11 06:33:30,-0.67,Travel
2710,LinkedIn,Checked out cold-pressed juices in the fridge.,2025-02-13 20:29:04,0.0,Groceries
2711,Instagram,The adventure park had a mix of activities.,2025-03-11 13:08:12,0.0,Travel
2712,LinkedIn,Understanding data analytics better through practice.,2025-01-03 17:14:37,0.59,Education
2713,Facebook,My new laptop is overheating constantly.,2025-03-12 08:37:00,-0.54,Electronics
2714,LinkedIn,Found healthy snack options for kids.,2025-02-22 13:52:59,0.76,Groceries
2715,Twitter,The musical was vibrant but lacked variety.,2025-02-10 10:04:10,0.0,Entertainment
2716,LinkedIn,Checked for seasonal discounts on groceries.,2025-02-25 10:20:21,0.0,Groceries
2717,Twitter,Understanding machine learning pipelines better.,2025-02-14 22:08:54,1.0,Education
2718,Facebook,The digital detox feels refreshing.,2025-02-23 07:41:33,0.0,Health
2719,Twitter,Went through reviews of gaming consoles.,2025-03-17 00:59:24,0.0,Electronics
2720,LinkedIn,Loving the quick responsiveness of my smart TV.,2025-01-14 09:26:47,0.85,Electronics
2721,Facebook,Discovering new low-calorie snacks.,2025-02-14 05:24:31,0.61,Health
2722,Facebook,Learning ethical hacking to understand cybersecurity.,2025-01-28 23:33:52,0.93,Education
2723,Instagram,Fresh milk supply was perfect this time.,2025-01-28 23:11:14,0.91,Groceries
2724,Facebook,The smartwatch fails to sync with my phone.,2025-03-14 09:09:55,-0.61,Electronics
2725,Instagram,Developing leadership qualities through case studies.,2025-01-20 22:26:27,0.55,Education
2726,Instagram,Difficulty incorporating superfoods into diet.,2025-01-13 11:09:32,-0.84,Health
2727,LinkedIn,Exploring healthier cooking options.,2025-01-07 19:30:42,0.0,Health
2728,Facebook,The local dance performances were lively.,2025-01-05 11:46:08,0.68,Travel
2729,LinkedIn,The color is slightly different than expected.,2025-01-12 15:55:43,0.0,Clothing
2730,LinkedIn,Understanding machine learning pipelines better.,2025-02-25 14:05:28,0.63,Education
2731,Facebook,The seams are poorly stitched.,2025-03-13 07:24:49,-0.58,Clothing
2732,LinkedIn,The animation was decent but not remarkable.,2025-03-19 13:04:51,0.0,Entertainment
2733,Twitter,Vegetables wilted after just one day.,2025-03-06 09:22:50,-0.98,Groceries
2734,Facebook,The dessert was the perfect end to a great meal.,2025-02-24 05:40:21,0.84,Dining
2735,Facebook,The atmosphere was pleasant but nothing standout.,2025-02-23 12:15:49,0.0,Dining
2736,Instagram,Exploring alternative healing methods.,2025-01-22 18:47:03,0.0,Health
2737,Facebook,Feeling mentally exhausted despite relaxation.,2025-01-12 16:53:37,-0.67,Health
2738,LinkedIn,Started a new course on blockchain and loving it.,2025-01-10 22:26:41,0.93,Education
2739,LinkedIn,Reading an article on AI applications.,2025-01-23 09:06:24,0.0,Education
2740,Twitter,Discovered hidden gems in the countryside.,2025-02-15 06:49:34,0.97,Travel
2741,Facebook,The ambiance was nice but a bit too noisy.,2025-02-02 08:07:20,0.0,Dining
2742,Twitter,The vegan butter was greasy and flavorless.,2025-02-20 02:37:17,-0.88,Groceries
2743,Twitter,"Skipped workouts for a week, feeling sluggish.",2025-02-03 01:26:29,-0.77,Health
2744,LinkedIn,Discovered amazing probiotic drinks.,2025-03-09 23:12:31,0.81,Groceries
2745,Instagram,My skin is glowing after following a balanced diet.,2025-01-18 02:24:16,0.89,Health
2746,LinkedIn,The smart plug loses connection frequently.,2025-01-11 06:23:34,-0.74,Electronics
2747,Instagram,The drinks menu had options but nothing unique.,2025-01-14 23:22:59,0.0,Dining
2748,Twitter,Losing interest in technical subjects.,2025-03-18 02:40:46,-0.95,Education
2749,Facebook,The pasta had a decent taste but lacked richness.,2025-01-12 17:07:54,0.0,Dining
2750,Twitter,Berries had mold despite being freshly packed.,2025-02-07 19:59:00,-0.59,Groceries
2751,Twitter,Digital photo frame is not user-friendly.,2025-01-21 05:21:58,-0.68,Electronics
2752,Facebook,Loved the creative plating of the dishes.,2025-01-06 14:47:22,0.89,Dining
2753,Facebook,Looking into voice-controlled smart devices.,2025-01-21 21:47:37,0.0,Electronics
2754,Facebook,Comparing different e-reader models.,2025-01-17 03:13:29,0.0,Electronics
2755,LinkedIn,"The cotton shirt is okay, not too soft.",2025-01-24 12:30:15,0.0,Clothing
2756,Instagram,Switching to plant-based alternatives occasionally.,2025-01-07 21:26:05,0.0,Health
2757,Instagram,My new dress is both stylish and comfy.,2025-02-13 00:15:54,0.76,Clothing
2758,Facebook,Great discounts on trendy apparel this season.,2025-03-13 04:49:16,0.58,Clothing
2759,Facebook,Missed a few deadlines due to workload.,2025-01-25 00:46:27,-0.59,Education
2760,Twitter,Smartwatch display has dead pixels.,2025-02-02 06:02:48,-0.51,Electronics
2761,LinkedIn,The series dragged on unnecessarily.,2025-01-19 02:51:59,-0.84,Entertainment
2762,LinkedIn,Found a great variety of organic juices.,2025-02-28 12:32:20,0.99,Groceries
2763,LinkedIn,The waiting time was too long.,2025-03-03 20:15:22,-0.69,Dining
2764,Facebook,"Received my package, haven’t tried it yet.",2025-01-28 11:58:24,0.0,Clothing
2765,Twitter,The audience engagement during the event was great.,2025-02-25 12:26:39,0.78,Entertainment
2766,Instagram,The cocktails were perfectly mixed.,2025-02-24 15:44:46,0.82,Dining
2767,Facebook,The size chart was accurate and helpful.,2025-01-16 16:00:25,0.66,Clothing
2768,Facebook,The outdoor seating was delightful.,2025-03-14 12:34:19,0.82,Dining
2769,LinkedIn,"Checked the stitching, seems fine.",2025-01-20 11:57:00,0.0,Clothing
2770,Facebook,Amazing performance from my new graphics card.,2025-02-20 11:29:40,0.71,Electronics
2771,Facebook,Started contributing to open-source projects.,2025-01-10 13:39:25,0.74,Education
2772,Facebook,Looked at new varieties of nuts and seeds.,2025-01-25 17:29:38,0.0,Groceries
2773,LinkedIn,Experimenting with different online learning platforms.,2025-02-05 21:10:48,0.0,Education
2774,LinkedIn,Fitness tracker miscounts steps frequently.,2025-02-22 22:39:02,-0.62,Electronics
2775,Twitter,Experimenting with time management techniques.,2025-01-16 14:14:44,0.0,Education
2776,Facebook,"Attended a webinar, learned a few new things.",2025-02-15 02:47:51,0.0,Education
2777,Facebook,Perfectly ripe bananas for smoothies.,2025-01-21 05:56:34,0.95,Groceries
2778,LinkedIn,The sauce tasted artificial and bland.,2025-02-18 08:07:11,-0.62,Dining
2779,Instagram,Reading articles on AI ethics and governance.,2025-01-09 14:56:35,0.0,Education
2780,LinkedIn,The scarf is fine for casual wear.,2025-02-17 22:08:33,0.0,Clothing
2781,Facebook,"Trying various home workouts, some effective.",2025-02-26 08:24:00,0.0,Health
2782,Facebook,The actors delivered phenomenal performances.,2025-03-15 06:17:01,0.55,Entertainment
2783,Facebook,The woolen scarf keeps me cozy in winter.,2025-02-07 15:57:59,0.95,Clothing
2784,Instagram,Smart home devices have made life so convenient.,2025-03-01 06:42:28,0.72,Electronics
2785,Instagram,The packaging of grains was torn.,2025-02-08 06:39:03,-0.63,Groceries
2786,Instagram,Trying to balance work and health.,2025-02-19 23:16:18,0.0,Health
2787,LinkedIn,Projector overheats after prolonged use.,2025-01-12 19:26:38,-0.71,Electronics
2788,LinkedIn,Packaged salads had wilted leaves inside.,2025-03-09 19:02:01,-0.84,Groceries
2789,Instagram,The jacket is both stylish and functional.,2025-01-22 16:22:44,0.83,Clothing
2790,Instagram,Regular cardio improved my endurance.,2025-01-12 18:24:40,0.76,Health
2791,Twitter,The jungle trek was immersive.,2025-01-09 11:35:27,0.0,Travel
2792,LinkedIn,Gained confidence in public speaking.,2025-01-19 10:02:53,0.96,Education
2793,LinkedIn,Avocados were perfectly ripe and delicious!,2025-03-09 15:57:50,0.97,Groceries
2794,Twitter,Smart air purifier keeps my room fresh and clean.,2025-02-08 18:12:25,0.97,Electronics
2795,Twitter,The new release was a cinematic masterpiece.,2025-02-11 17:15:04,0.67,Entertainment
2796,LinkedIn,The crime series had unlikable characters.,2025-02-27 23:22:10,-0.9,Entertainment
2797,Facebook,The award show was full of memorable moments.,2025-02-17 10:03:23,0.86,Entertainment
2798,Facebook,The hemline stitching is uneven.,2025-01-13 04:15:41,-0.95,Clothing
2799,Twitter,Switching to healthy fats improved my health.,2025-03-07 02:11:13,0.76,Health
2800,LinkedIn,The hike lacked scenic beauty.,2025-02-12 14:35:22,-0.58,Travel
2801,Facebook,The embroidery is intricate and looks premium.,2025-01-10 02:27:09,0.5,Clothing
2802,Instagram,The material feels okay for the price.,2025-02-08 06:04:58,0.0,Clothing
2803,Facebook,"The fabric feels normal, nothing extraordinary.",2025-03-06 15:35:58,0.0,Clothing
2804,Instagram,The boat ride was calm but lacked excitement.,2025-01-16 06:00:45,0.0,Travel
2805,LinkedIn,The fabric irritated my skin.,2025-03-10 20:18:59,-0.6,Clothing
2806,LinkedIn,The sports jacket is lightweight and durable.,2025-01-07 11:19:45,0.84,Clothing
2807,LinkedIn,The new summer collection is stunning!,2025-02-06 06:45:59,0.69,Clothing
2808,Twitter,The yoga retreat was peaceful but basic.,2025-03-01 18:50:08,0.0,Travel
2809,Facebook,"Switched to a new gym, seems decent.",2025-01-03 22:16:47,0.0,Health
2810,Twitter,Learning about gut health has changed my lifestyle.,2025-01-14 10:00:16,1.0,Health
2811,Twitter,The staff ignored requests for refills.,2025-02-02 07:02:36,-0.69,Dining
2812,Instagram,The desserts were overly sweet and artificial.,2025-01-28 01:23:17,-0.64,Dining
2813,Facebook,Exploring alternative healing methods.,2025-03-03 06:21:49,0.0,Health
2814,Instagram,"The jeans feel decent, fit is standard.",2025-03-07 17:35:37,0.0,Clothing
2815,Twitter,Voice assistant gives inaccurate responses.,2025-01-27 23:25:47,-0.84,Electronics
2816,Facebook,The local market was overpriced and crowded.,2025-01-20 04:42:47,-0.95,Travel
2817,Instagram,The musical lacked memorable songs.,2025-02-19 20:35:21,-0.6,Entertainment
2818,Facebook,The local crafts were overpriced and ordinary.,2025-02-21 12:31:17,-0.6,Travel
2819,Instagram,Checked out cold-pressed juices in the fridge.,2025-03-20 03:21:31,0.0,Groceries
2820,Instagram,Fruit packaging was torn and leaking.,2025-03-13 03:34:42,-0.96,Groceries
2821,LinkedIn,Missed deadlines for coursework submissions.,2025-01-20 10:23:35,-0.72,Education
2822,Facebook,"Not happy with the quality, feels very cheap.",2025-01-18 19:04:08,-0.51,Clothing
2823,Facebook,"Got a smart lock, enhancing my home's security.",2025-03-15 01:26:40,0.6,Electronics
2824,Facebook,"Bought a new fitness tracker, tracking goals easily.",2025-03-13 12:25:30,0.98,Electronics
2825,Twitter,Organic vegetables were smaller and less fresh.,2025-01-10 23:20:02,-0.58,Groceries
2826,Twitter,Difficult to reset the smart home hub.,2025-02-03 07:19:10,-0.77,Electronics
2827,LinkedIn,Bought farm-fresh eggs at a great price.,2025-02-27 22:21:00,0.56,Groceries
2828,LinkedIn,"Installed a smart security system, feeling secure.",2025-01-25 15:48:56,0.74,Electronics
2829,Instagram,The comedy special was funny but lacked originality.,2025-02-04 03:08:05,0.0,Entertainment
2830,LinkedIn,The horror movie relied too much on jump scares.,2025-01-11 11:04:50,-0.57,Entertainment
2831,Facebook,Looking at different brands of noise-canceling headphones.,2025-01-10 09:13:12,0.0,Electronics
2832,Twitter,The service was prompt but not memorable.,2025-01-01 01:56:24,0.0,Dining
2833,Facebook,The dress shrank after one wash.,2025-03-21 21:40:05,-0.57,Clothing
2834,Facebook,VR headset is uncomfortable to wear.,2025-03-02 09:40:04,-0.61,Electronics
2835,Instagram,Checked out cold-pressed juices in the fridge.,2025-01-17 10:09:38,0.0,Groceries
2836,Twitter,Camera lens fails to focus properly.,2025-02-03 11:00:39,-1.0,Electronics
2837,Twitter,Wireless earbuds disconnect during calls.,2025-03-05 14:28:40,-0.59,Electronics
2838,Instagram,"The dress fits okay, quality is acceptable.",2025-02-25 14:36:05,0.0,Clothing
2839,LinkedIn,The meal took too long to arrive.,2025-01-20 19:54:49,-0.95,Dining
2840,Facebook,Participated in a global coding challenge.,2025-02-20 00:16:56,0.89,Education
2841,Twitter,Practicing coding questions daily.,2025-03-06 21:53:35,0.0,Education
2842,Twitter,Air purifier makes too much noise.,2025-03-03 03:53:15,-0.61,Electronics
2843,Facebook,The comedy special was funny but lacked originality.,2025-02-06 22:18:24,0.0,Entertainment
2844,Facebook,The flavors were mild and lacked excitement.,2025-02-17 17:08:01,0.0,Dining
2845,LinkedIn,The prices were fair for the quality.,2025-01-22 22:34:41,0.0,Dining
2846,LinkedIn,The fresh fish had a bad smell.,2025-03-13 20:42:30,-0.92,Groceries
2847,Twitter,The new tasting menu was full of surprises.,2025-01-13 22:10:16,0.53,Dining
2848,Facebook,Organic chickpeas had a chemical smell.,2025-02-10 16:46:50,-0.54,Groceries
2849,Instagram,Staying consistent with my hydration goals.,2025-01-04 01:27:03,0.75,Health
2850,Instagram,No improvement in mental clarity.,2025-02-22 11:51:40,-0.59,Health
2851,Facebook,My smart scale helps me track fitness goals easily.,2025-01-10 21:56:17,0.93,Electronics
2852,Twitter,"Trying various home workouts, some effective.",2025-01-30 10:43:19,0.0,Health
2853,Facebook,Learning the fundamentals of blockchain.,2025-01-07 12:02:57,0.0,Education
2854,LinkedIn,The embroidery looks neat but not extraordinary.,2025-02-14 01:39:39,0.0,Clothing
2855,Twitter,The pasta had an authentic Italian touch.,2025-02-16 18:35:30,0.53,Dining
2856,Twitter,New fitness app has mixed reviews.,2025-03-09 01:58:10,0.0,Health
2857,Instagram,Great value for money with the buffet options.,2025-02-27 15:05:06,0.59,Dining
2858,Instagram,Difficult to reset the smart home hub.,2025-02-24 05:11:59,-0.57,Electronics
2859,Instagram,Finding advanced topics overwhelming.,2025-01-11 13:18:02,-0.57,Education
2860,Twitter,The soup was warm but lacked depth.,2025-03-12 20:21:41,0.0,Dining
2861,Instagram,The action sequences were thrilling but repetitive.,2025-02-21 07:07:48,0.0,Entertainment
2862,Twitter,The music at the festival was electrifying.,2025-01-03 20:20:36,0.7,Entertainment
2863,Twitter,Switching to healthy fats improved my health.,2025-01-12 08:47:14,0.97,Health
2864,Instagram,My metabolism has improved with clean eating.,2025-01-22 19:25:43,0.67,Health
2865,Instagram,Enjoyed the rooftop dining experience.,2025-01-04 11:28:15,0.83,Dining
2866,Facebook,Developing leadership qualities through case studies.,2025-01-08 04:33:26,0.86,Education
2867,LinkedIn,The color bled during washing.,2025-01-02 22:54:57,-0.58,Clothing
2868,Twitter,The safari adventure was beyond amazing.,2025-01-24 05:35:11,0.72,Travel
2869,Instagram,The theater had comfortable seating and great acoustics.,2025-03-19 02:58:35,0.58,Entertainment
2870,Facebook,Visited the grocery store today.,2025-02-12 23:20:55,0.0,Groceries
2871,LinkedIn,The dessert was good but a little too sweet.,2025-02-16 18:56:35,0.0,Dining
2872,Instagram,Sticking to a sleep schedule improved my focus.,2025-02-28 03:48:19,0.56,Health
2873,Facebook,The burger was okay but lacked freshness.,2025-01-14 13:35:55,0.0,Dining
2874,Facebook,The service was timely but not personalized.,2025-01-25 18:04:43,0.0,Dining
2875,Instagram,The crime series had unlikable characters.,2025-02-24 17:10:31,-0.96,Entertainment
2876,Instagram,Muesli had a strong stale smell.,2025-01-30 12:57:37,-0.83,Groceries
2877,LinkedIn,The fish was overcooked and rubbery.,2025-02-15 05:10:23,-0.64,Dining
2878,LinkedIn,The restaurant had a lovely atmosphere.,2025-01-11 17:01:16,0.92,Dining
2879,Facebook,Wi-Fi extender does not cover enough range.,2025-02-22 06:35:58,-0.99,Electronics
2880,Instagram,"The size chart is misleading, didn’t fit well.",2025-02-22 17:15:13,-0.69,Clothing
2881,Instagram,The thriller lacked an engaging narrative.,2025-02-12 18:42:31,-0.62,Entertainment
2882,LinkedIn,The jokes in the sitcom were cleverly written.,2025-03-20 14:44:25,0.91,Entertainment
2883,Twitter,The pizza was crispy but lacked enough toppings.,2025-02-26 23:26:43,0.0,Dining
2884,Facebook,Projector quality is poor in daylight.,2025-02-23 21:43:20,-0.52,Electronics
2885,Instagram,Excited about the organic baking supplies.,2025-01-23 12:10:05,0.71,Groceries
2886,Instagram,New brand of coconut oil was too watery.,2025-02-03 08:19:44,-0.72,Groceries
2887,Instagram,Delighted to find organic turmeric powder.,2025-01-08 15:51:37,0.52,Groceries
2888,Instagram,Checking compatibility for smart home devices.,2025-01-31 06:12:10,0.0,Electronics
2889,Facebook,The bread was warm but not fresh enough.,2025-02-07 17:29:57,0.0,Dining
2890,Instagram,"The service was average, nothing special.",2025-03-05 04:37:52,0.0,Dining
2891,Instagram,Starting a new capstone project soon.,2025-03-03 22:05:06,0.0,Education
2892,Twitter,The musical had an emotional and powerful performance.,2025-02-27 11:47:18,0.85,Entertainment
2893,Instagram,The festival was overcrowded and noisy.,2025-01-15 07:56:44,-0.93,Travel
2894,LinkedIn,Smart assistant integration makes life so easy.,2025-03-09 17:38:18,0.6,Electronics
2895,Instagram,"Tested my new projector, movies look so immersive!",2025-02-14 00:52:37,0.76,Electronics
2896,Instagram,The series dragged on unnecessarily.,2025-03-16 21:16:28,-0.56,Entertainment
2897,LinkedIn,The baby spinach had yellowed leaves.,2025-03-11 06:20:56,-0.86,Groceries
2898,Instagram,The dining area was clean but lacked charm.,2025-02-10 04:47:04,0.0,Dining
2899,Twitter,Looking into different brands of projectors.,2025-02-07 10:47:22,0.0,Electronics
2900,Instagram,The fish was overcooked and rubbery.,2025-03-12 10:21:18,-0.89,Dining
2901,Instagram,The embroidery started coming off.,2025-01-30 17:32:47,-0.64,Clothing
2902,Facebook,The concert was energetic but overcrowded.,2025-03-14 08:28:34,0.0,Entertainment
2903,Twitter,Reached my target fitness goals this month.,2025-03-18 19:20:54,0.74,Health
2904,Facebook,Reading about balanced nutrition lately.,2025-01-09 13:28:03,0.0,Health
2905,Twitter,My new action camera records stunning videos.,2025-03-03 20:21:56,0.57,Electronics
2906,Instagram,Loving the upgraded interface of my smart TV.,2025-02-02 14:23:42,0.98,Electronics
2907,Instagram,Experimenting with real-world ML models.,2025-01-22 17:20:25,0.95,Education
2908,Twitter,The t-shirts are soft and feel amazing!,2025-03-17 00:51:22,0.86,Clothing
2909,Twitter,Procrastination is affecting my productivity.,2025-03-18 05:27:00,-0.51,Education
2910,Facebook,The jeans started tearing near the seams.,2025-02-17 07:10:01,-0.95,Clothing
2911,Instagram,Delighted with the variety of dishes offered.,2025-03-17 19:41:04,0.72,Dining
2912,Facebook,The jungle trek was immersive.,2025-01-09 02:37:01,0.0,Travel
2913,Instagram,Feeling demotivated by lack of mentorship.,2025-02-27 03:39:50,-0.6,Education
2914,LinkedIn,Experiencing muscle soreness post workouts.,2025-01-15 09:58:08,-0.86,Health
2915,Twitter,"Consuming more fiber, effects yet to show.",2025-02-24 17:04:21,0.0,Health
2916,Facebook,Projector quality is poor in daylight.,2025-02-24 20:56:01,-0.99,Electronics
2917,LinkedIn,The ambiance was fine but lacked vibrancy.,2025-02-05 06:43:37,0.0,Dining
2918,LinkedIn,Found zero-preservative packaged juices.,2025-03-15 10:06:37,0.91,Groceries
2919,LinkedIn,Checked the expiry dates on dairy products.,2025-01-17 10:38:10,0.0,Groceries
2920,Twitter,Exploring intermittent fasting but unsure of impact.,2025-02-25 11:27:17,0.0,Health
2921,Twitter,The final season concluded beautifully.,2025-01-03 01:01:06,0.73,Entertainment
2922,Instagram,Trying new remedies with little success.,2025-02-17 17:31:03,-0.74,Health
2923,Twitter,Too much artificial flavor in juices.,2025-01-22 18:52:06,-0.68,Groceries
2924,Facebook,The concert was enjoyable but not unforgettable.,2025-03-06 22:28:42,0.0,Entertainment
2925,Instagram,Difficult to update firmware on my smart devices.,2025-03-15 21:54:19,-0.74,Electronics
2926,Facebook,The cultural performances were interesting.,2025-02-03 03:21:21,0.0,Travel
2927,LinkedIn,Learning basic HTML and CSS concepts.,2025-02-04 10:38:56,0.0,Education
2928,Twitter,Exploring remote caves was thrilling.,2025-01-19 21:12:24,0.96,Travel
2929,LinkedIn,The soup was bland and lacked richness.,2025-01-31 04:34:21,-0.55,Dining
2930,Facebook,Mic on the wireless headset stopped working.,2025-02-17 08:58:19,-0.71,Electronics
2931,Facebook,Battery life of the fitness tracker is disappointing.,2025-03-10 04:36:21,-0.6,Electronics
2932,Twitter,Poor sleep despite maintaining a routine.,2025-01-18 13:04:40,-0.68,Health
2933,Twitter,"Tried a new protein shake, tastes okay.",2025-02-13 20:38:49,0.0,Health
2934,LinkedIn,Experimenting with different meal plans.,2025-02-03 01:58:20,0.0,Health
2935,Instagram,Finished my machine learning project successfully.,2025-03-04 13:07:42,0.79,Education
2936,LinkedIn,The animation quality was disappointing.,2025-01-07 12:09:39,-0.7,Entertainment
2937,Instagram,The bird sanctuary had minimal sightings.,2025-03-06 21:10:46,-0.81,Travel
2938,LinkedIn,"Shifted to herbal teas, taste is fine.",2025-03-11 00:08:59,0.0,Health
2939,Facebook,Healthy eating just got easier.,2025-02-03 10:40:46,0.59,Groceries
2940,Twitter,Disappointed with the audio quality of my earbuds.,2025-01-17 13:46:27,-0.55,Electronics
2941,Facebook,Disappointed with the build quality of my tablet.,2025-01-22 16:22:51,-0.53,Electronics
2942,Twitter,"Tried out the latest Bluetooth speaker, loving it!",2025-01-14 18:19:52,0.68,Electronics
2943,LinkedIn,The ambiance was suffocatingly hot.,2025-02-04 21:21:21,-0.99,Dining
2944,Twitter,The thriller lacked excitement and intrigue.,2025-01-23 11:28:16,-0.56,Entertainment
2945,Instagram,The shirt lost its shape after washing.,2025-01-07 02:33:35,-0.52,Clothing
2946,LinkedIn,Struggling to reduce screen time before bed.,2025-03-18 03:30:26,-0.77,Health
2947,Facebook,Compared nutritional values of breakfast options.,2025-03-06 11:39:29,0.0,Groceries
2948,Facebook,Supplements causing digestive discomfort.,2025-01-15 08:14:33,-0.56,Health
2949,Facebook,The beach resort lacked cleanliness.,2025-03-07 13:19:06,-0.63,Travel
2950,Twitter,Junk food cravings are hard to control.,2025-02-24 06:32:04,-0.97,Health
2951,Facebook,The hoodie is warm and has a relaxed fit.,2025-03-17 03:07:02,0.94,Clothing
2952,LinkedIn,"The size chart is misleading, didn’t fit well.",2025-02-03 08:16:25,-0.7,Clothing
2953,Twitter,The fish was overcooked and rubbery.,2025-02-11 12:37:27,-0.55,Dining
